# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
354304 346 2.88789375885275e-07 2.88789375878969e-07 2.88789375894202e-07
354816 346.5 2.88198515553004e-07 2.88198515549511e-07 2.8819851555543e-07
355328 347 2.87529799681324e-07 2.87529799677997e-07 2.87529799678284e-07
355840 347.5 2.86826293832809e-07 2.86826293837305e-07 2.86826293830612e-07
356352 348 2.86106471393346e-07 2.86106471400687e-07 2.8610647139446e-07
356864 348.5 2.85459779726928e-07 2.85459779738791e-07 2.85459779732154e-07
357376 349 2.84871231695486e-07 2.84871231694521e-07 2.84871231693937e-07
357888 349.5 2.84316257210748e-07 2.84316257212485e-07 2.84316257215596e-07
358400 350 2.83767208067958e-07 2.83767208069651e-07 2.83767208062487e-07
358912 350.5 2.83136055887506e-07 2.83136055886272e-07 2.83136055881567e-07
359424 351 2.82412297579807e-07 2.8241229758448e-07 2.8241229758105e-07
359936 351.5 2.81716703114052e-07 2.81716703120062e-07 2.81716703127864e-07
360448 352 2.8109924806825e-07 2.81099248074475e-07 2.81099248080109e-07
360960 352.5 2.80556543813746e-07 2.80556543818818e-07 2.80556543814132e-07
361472 353 2.80032865096119e-07 2.80032865091641e-07 2.80032865088235e-07
361984 353.5 2.79536992356882e-07 2.79536992348437e-07 2.79536992343099e-07
362496 354 2.79078601295461e-07 2.79078601275344e-07 2.79078601273787e-07
363008 354.5 2.78562989003326e-07 2.78562988987499e-07 2.78562988992077e-07
363520 355 2.77974831332085e-07 2.7797483132431e-07 2.77974831335842e-07
364032 355.5 2.77390903116651e-07 2.77390903124647e-07 2.77390903128731e-07
364544 356 2.76888019216513e-07 2.76888019231878e-07 2.76888019232931e-07
365056 356.5 2.76465268311912e-07 2.76465268323029e-07 2.76465268314544e-07
365568 357 2.76038118693135e-07 2.76038118688279e-07 2.7603811869148e-07
366080 357.5 2.75581857599322e-07 2.75581857586546e-07 2.7558185759202e-07
366592 358 2.75207815779401e-07 2.75207815759133e-07 2.7520781576521e-07
367104 358.5 2.74904430758037e-07 2.74904430743971e-07 2.74904430747558e-07
367616 359 2.74582155945066e-07 2.74582155934762e-07 2.74582155940121e-07
368128 359.5 2.74237567002746e-07 2.74237567012016e-07 2.74237567003037e-07
368640 360 2.73933303624175e-07 2.73933303634557e-07 2.7393330362445e-07
369152 360.5 2.73729752690847e-07 2.73729752706389e-07 2.73729752700017e-07
369664 361 2.73549168828899e-07 2.73549168836136e-07 2.73549168832791e-07
370176 361.5 2.73366123172758e-07 2.73366123159284e-07 2.73366123169272e-07
370688 362 2.73270389392332e-07 2.73270389382522e-07 2.73270389393365e-07
371200 362.5 2.73248588415214e-07 2.73248588411488e-07 2.73248588417371e-07
371712 363 2.73232900072987e-07 2.73232900087886e-07 2.73232900082027e-07
372224 363.5 2.73128643601876e-07 2.73128643621271e-07 2.73128643601718e-07
372736 364 2.729743170052e-07 2.72974317015359e-07 2.72974316998675e-07
373248 364.5 2.72866366556335e-07 2.72866366554051e-07 2.72866366565403e-07
373760 365 2.72750244679256e-07 2.72750244678679e-07 2.72750244703266e-07
374272 365.5 2.72582164730416e-07 2.72582164732055e-07 2.72582164734281e-07
374784 366 2.72351470417486e-07 2.72351470420587e-07 2.7235147041498e-07
375296 366.5 2.72162393557413e-07 2.72162393556156e-07 2.72162393561533e-07
375808 367 2.71996762244713e-07 2.71996762239928e-07 2.71996762250052e-07
376320 367.5 2.71776516879071e-07 2.71776516877033e-07 2.71776516878605e-07
376832 368 2.71480946200152e-07 2.71480946196252e-07 2.71480946202602e-07
377344 368.5 2.71208378678656e-07 2.71208378677382e-07 2.71208378677518e-07
377856 369 2.70990673365333e-07 2.7099067337038e-07 2.7099067336576e-07
378368 369.5 2.70747323392292e-07 2.70747323391375e-07 2.70747323391001e-07
378880 370 2.70361317330762e-07 2.70361317337545e-07 2.70361317345303e-07
379392 370.5 2.69959510649204e-07 2.699595106488e-07 2.6995951064507e-07
379904 371 2.69596744033058e-07 2.69596744023621e-07 2.69596744035374e-07
380416 371.5 2.69191195634456e-07 2.69191195618052e-07 2.69191195632679e-07
380928 372 2.68746527712158e-07 2.68746527698617e-07 2.68746527706308e-07
381440 372.5 2.68340388393739e-07 2.68340388382374e-07 2.68340388380211e-07
381952 373 2.68007055594364e-07 2.68007055591466e-07 2.68007055590315e-07
382464 373.5 2.67707315895229e-07 2.67707315902422e-07 2.67707315898937e-07
382976 374 2.67308201355841e-07 2.67308201350309e-07 2.67308201362763e-07
383488 374.5 2.66847168777344e-07 2.66847168770866e-07 2.66847168773436e-07
384000 375 2.66390101490023e-07 2.66390101498971e-07 2.66390101498865e-07
384512 375.5 2.65920040812373e-07 2.65920040816368e-07 2.65920040803324e-07
385024 376 2.65380067925321e-07 2.65380067928859e-07 2.65380067918817e-07
385536 376.5 2.64763433966743e-07 2.64763433981407e-07 2.64763433969656e-07
386048 377 2.64213810907033e-07 2.64213810904173e-07 2.64213810913237e-07
386560 377.5 2.63748586869569e-07 2.63748586857127e-07 2.63748586862449e-07
387072 378 2.63298203691042e-07 2.63298203693495e-07 2.63298203688095e-07
387584 378.5 2.62811213051845e-07 2.62811213066978e-07 2.62811213056028e-07
388096 379 2.62337995371488e-07 2.62337995391553e-07 2.62337995367465e-07
388608 379.5 2.61861051636561e-07 2.6186105164052e-07 2.61861051629263e-07
389120 380 2.61255915253161e-07 2.61255915253254e-07 2.61255915245992e-07
389632 380.5 2.60590847014003e-07 2.6059084701989e-07 2.60590847021493e-07
390144 381 2.59940522979576e-07 2.59940522990764e-07 2.59940522989098e-07
390656 381.5 2.59447113158916e-07 2.59447113157356e-07 2.59447113159994e-07
391168 382 2.59005613435371e-07 2.59005613425802e-07 2.59005613420422e-07
391680 382.5 2.58490405028888e-07 2.58490405015155e-07 2.58490404992315e-07
392192 383 2.57924698460187e-07 2.57924698449726e-07 2.57924698431271e-07
392704 383.5 2.57339340018462e-07 2.57339340006467e-07 2.57339340003598e-07
393216 384 2.5680958340932e-07 2.56809583387563e-07 2.56809583375222e-07
393728 384.5 2.56356477816032e-07 2.56356477802748e-07 2.5635647780281e-07
394240 385 2.55927030483732e-07 2.55927030464584e-07 2.55927030477542e-07
394752 385.5 2.55624010406951e-07 2.55624010399454e-07 2.55624010400668e-07
395264 386 2.55366618228512e-07 2.55366618237721e-07 2.5536661823281e-07
395776 386.5 2.55079753970843e-07 2.55079753980213e-07 2.55079753968928e-07
396288 387 2.54682398229412e-07 2.54682398236479e-07 2.54682398221209e-07
396800 387.5 2.54113861102323e-07 2.54113861091398e-07 2.54113861080436e-07
397312 388 2.53594774339143e-07 2.53594774317512e-07 2.53594774332173e-07
397824 388.5 2.53288785248019e-07 2.53288785232851e-07 2.53288785240849e-07
398336 389 2.53112227203136e-07 2.53112227190571e-07 2.53112227171186e-07
398848 389.5 2.52968486699076e-07 2.52968486697247e-07 2.52968486684107e-07
399360 390 2.52789281741141e-07 2.52789281748648e-07 2.52789281737208e-07
399872 390.5 2.52576356005383e-07 2.525763560087e-07 2.52576356001188e-07
400384 391 2.52399555308058e-07 2.52399555281014e-07 2.52399555292892e-07
400896 391.5 2.52245900100524e-07 2.52245900073002e-07 2.52245900071596e-07
401408 392 2.52133282549961e-07 2.52133282522052e-07 2.52133282530726e-07
401920 392.5 2.52052270422439e-07 2.52052270400274e-07 2.52052270400459e-07
402432 393 2.52110472626964e-07 2.52110472647406e-07 2.52110472624397e-07
402944 393.5 2.52198221556289e-07 2.5219822154922e-07 2.52198221550229e-07
403456 394 2.52325599849228e-07 2.5232559985606e-07 2.5232559984401e-07
403968 394.5 2.52433031848308e-07 2.52433031838629e-07 2.52433031844915e-07
404480 395 2.52520628454044e-07 2.52520628442298e-07 2.52520628442308e-07
404992 395.5 2.5258579111642e-07 2.52585791122202e-07 2.52585791091889e-07
405504 396 2.52610204653664e-07 2.52610204651211e-07 2.52610204630891e-07
406016 396.5 2.52642364279451e-07 2.52642364271477e-07 2.52642364252961e-07
406528 397 2.527987139628e-07 2.52798713973012e-07 2.52798713952842e-07
407040 397.5 2.53078864124769e-07 2.53078864122528e-07 2.53078864117303e-07
407552 398 2.53289251703808e-07 2.53289251703379e-07 2.53289251698465e-07
408064 398.5 2.53496492922669e-07 2.53496492921709e-07 2.53496492912497e-07
408576 399 2.5356465833592e-07 2.53564658330879e-07 2.53564658325898e-07
409088 399.5 2.53580295231638e-07 2.53580295230957e-07 2.53580295228206e-07
409600 400 2.53607204434282e-07 2.53607204414474e-07 2.53607204423647e-07
