# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ADMBASE::alp (admbase-lapse)
# 1:iteration 2:time 3:data
# data columns: 3:alp
126976 124 0.670143088637605
127488 124.5 0.670112318997805
128000 125 0.670081042910519
128512 125.5 0.670051889552355
129024 126 0.670025824743459
129536 126.5 0.670000763445462
130048 127 0.669974354955281
130560 127.5 0.669947064372309
131072 128 0.669921373854222
131584 128.5 0.669898492540528
132096 129 0.669877160755757
132608 129.5 0.669855717074896
133120 130 0.669834125745206
133632 130.5 0.669813453071734
134144 131 0.669794262571122
134656 131.5 0.669776366362862
135168 132 0.66975965437482
135680 132.5 0.669744190642961
136192 133 0.669729549969699
136704 133.5 0.669714990169503
137216 134 0.669700646690996
137728 134.5 0.66968788148493
138240 135 0.669677793758315
138752 135.5 0.669669656585785
139264 136 0.669661534796476
139776 136.5 0.669652576921596
140288 137 0.669644148197744
140800 137.5 0.669638288019102
141312 138 0.669635308186977
141824 138.5 0.669633449729365
142336 139 0.669630991854966
142848 139.5 0.669628212985769
143360 140 0.669626867919498
143872 140.5 0.669627997052842
144384 141 0.669630879825774
144896 141.5 0.669634253022525
145408 142 0.669637906136984
145920 142.5 0.669642545953084
146432 143 0.669648503304461
146944 143.5 0.669655404184993
147456 144 0.66966313502559
147968 144.5 0.669672251507258
148480 145 0.669682951038974
148992 145.5 0.669694318081429
149504 146 0.669705422256595
150016 146.5 0.669716870870276
150528 147 0.669730281935342
151040 147.5 0.669746057835406
151552 148 0.669762609405656
152064 148.5 0.669778363959026
152576 149 0.669793866788429
153088 149.5 0.6698110108217
153600 150 0.669830458600881
154112 150.5 0.669850830071351
154624 151 0.669870647454205
155136 151.5 0.66989020856913
155648 152 0.669910911061387
156160 152.5 0.669933241066304
156672 153 0.669956271231037
157184 153.5 0.669979095880853
157696 154 0.670001978383753
158208 154.5 0.670025740063269
158720 155 0.670050535136607
159232 155.5 0.670075754768209
159744 156 0.67010092727278
160256 156.5 0.670126201238553
160768 157 0.670151946708315
161280 157.5 0.670178292637347
161792 158 0.670205129706938
162304 158.5 0.670232229184178
162816 159 0.670259287318569
163328 159.5 0.670286212169632
163840 160 0.670313462771047
164352 160.5 0.670341657443955
164864 161 0.670370613430201
165376 161.5 0.670399261009294
165888 162 0.670426962068068
166400 162.5 0.670454518203747
166912 163 0.670483214082843
167424 163.5 0.670513040795632
167936 164 0.670542635563025
168448 164.5 0.670571094785041
168960 165 0.670599108383189
169472 165.5 0.670627885739556
169984 166 0.670657506774331
170496 166.5 0.670686965335523
171008 167 0.670715616540156
171520 167.5 0.670743914633022
172032 168 0.670772611169097
172544 168.5 0.670801736158099
173056 169 0.670830698873615
173568 169.5 0.670859130476689
174080 170 0.670887240864428
174592 170.5 0.670915384963853
175104 171 0.670943615959896
175616 171.5 0.670971772005688
176128 172 0.670999736906082
176640 172.5 0.671027410465705
177152 173 0.671054615954421
177664 173.5 0.671081331522052
178176 174 0.671107920123126
178688 174.5 0.671134771054781
179200 175 0.67116166913626
179712 175.5 0.67118788692583
180224 176 0.671213094013291
180736 176.5 0.671237863735593
181248 177 0.671262962114696
181760 177.5 0.671288334946224
182272 178 0.671313194086891
182784 178.5 0.671337048735039
183296 179 0.671360233435508
183808 179.5 0.671383320615394
184320 180 0.671406391747627
184832 180.5 0.671429125028706
185344 181 0.671451319762042
185856 181.5 0.671473004703979
186368 182 0.671494180555412
186880 182.5 0.671514810273542
187392 183 0.671535028621998
187904 183.5 0.671555025940604
188416 184 0.671574677906379
188928 184.5 0.671593593991525
189440 185 0.67161163656139
189952 185.5 0.671629122913721
190464 186 0.671646375750113
190976 186.5 0.671663328406616
191488 187 0.671679755479324
192000 187.5 0.671695649015705
192512 188 0.671711112496812
193024 188.5 0.67172606851393
193536 189 0.671740373652772
194048 189.5 0.671754127176465
194560 190 0.671767573825949
195072 190.5 0.6717807309623
195584 191 0.671793368391275
196096 191.5 0.671805357000192
196608 192 0.671816807160322
197120 192.5 0.671827844621058
197632 193 0.671838463705957
198144 193.5 0.671848638285764
198656 194 0.671858376248769
199168 194.5 0.671867606755766
199680 195 0.671876204004542
200192 195.5 0.671884208149268
200704 196 0.671891850937896
201216 196.5 0.67189924917388
201728 197 0.671906220187302
202240 197.5 0.671912537857465
202752 198 0.671918246034947
203264 198.5 0.671923553049905
203776 199 0.671928516863458
204288 199.5 0.6719330398338
204800 200 0.671937115310206
205312 200.5 0.671940828171081
205824 201 0.671944095860163
206336 201.5 0.671946686516021
206848 202 0.671948614518326
207360 202.5 0.671950259416424
207872 203 0.671951858839614
208384 203.5 0.671953065353786
208896 204 0.671953327407656
209408 204.5 0.671952655021555
209920 205 0.671951658867339
210432 205.5 0.671950742676704
210944 206 0.671949567730485
211456 206.5 0.671947528958054
211968 207 0.671944542345475
212480 207.5 0.671941067168771
212992 208 0.671937441828187
213504 208.5 0.671933516430254
214016 209 0.671928982727032
214528 209.5 0.671923784830328
215040 210 0.67191805432043
215552 210.5 0.671911838342368
216064 211 0.671905099133628
216576 211.5 0.67189787976061
217088 212 0.671890257169121
217600 212.5 0.671882157588791
218112 213 0.67187340797946
218624 213.5 0.671863986842553
219136 214 0.671854059083731
219648 214.5 0.671843732816618
220160 215 0.671832957880572
220672 215.5 0.671821730725656
221184 216 0.671810202403745
221696 216.5 0.671798433299489
222208 217 0.671786206196697
222720 217.5 0.671773312044137
223232 218 0.671759930853684
223744 218.5 0.671746450988919
224256 219 0.671732903898229
224768 219.5 0.671718871181315
225280 220 0.671704070934757
225792 220.5 0.671688776251753
226304 221 0.671673430040482
226816 221.5 0.671658022978409
227328 222 0.671642145087608
227840 222.5 0.671625594572308
228352 223 0.671608634516294
228864 223.5 0.671591586495773
229376 224 0.671574422408044
229888 224.5 0.671556906870197
230400 225 0.671538975749925
230912 225.5 0.671520780098404
231424 226 0.671502421272693
231936 226.5 0.671483827760785
232448 227 0.671464916993377
232960 227.5 0.671445747038119
233472 228 0.671426436039869
233984 228.5 0.671406992357699
234496 229 0.671387299254009
235008 229.5 0.671367267329169
235520 230 0.671346960898979
236032 230.5 0.671326545609573
236544 231 0.671306106241304
237056 231.5 0.671285536732946
237568 232 0.671264650082382
238080 232.5 0.671243408056416
238592 233 0.671221990087591
239104 233.5 0.671200582620002
239616 234 0.671179138254927
240128 234.5 0.671157432322942
240640 235 0.671135359170851
241152 235.5 0.671113067451327
241664 236 0.671090749408537
242176 236.5 0.671068391860151
242688 237 0.671045841491975
243200 237.5 0.671023060943763
243712 238 0.671000178657196
244224 238.5 0.670977278435766
244736 239 0.67095428354572
245248 239.5 0.670931116865906
245760 240 0.670907856437108
246272 240.5 0.670884618186581
246784 241 0.67086136712359
247296 241.5 0.670837997105724
247808 242 0.6708145671062
248320 242.5 0.670791275795361
248832 243 0.670768147501527
249344 243.5 0.670744909943831
249856 244 0.670721325992943
250368 244.5 0.670697558065542
250880 245 0.670674029640058
251392 245.5 0.67065093496857
251904 246 0.670628054368977
252416 246.5 0.6706051069423
252928 247 0.670582130450439
253440 247.5 0.670559390495608
253952 248 0.670537018344315
254464 248.5 0.670514903660392
254976 249 0.670492916687243
255488 249.5 0.670471077751582
256000 250 0.670449475790124
256512 250.5 0.670428139458354
257024 251 0.670407045987943
257536 251.5 0.670386181380246
258048 252 0.67036554210561
258560 252.5 0.670345131735245
259072 253 0.670324994369138
259584 253.5 0.670305204463689
260096 254 0.670285789748769
260608 254.5 0.670266704977785
261120 255 0.670247911000589
261632 255.5 0.6702294385081
262144 256 0.67021133964284
262656 256.5 0.670193612969456
263168 257 0.670176218281105
263680 257.5 0.670159144179703
264192 258 0.670142420603492
264704 258.5 0.670126072636384
265216 259 0.67011009433407
265728 259.5 0.6700944669413
266240 260 0.670079179133632
266752 260.5 0.670064228854362
267264 261 0.670049622153079
267776 261.5 0.670035367868771
268288 262 0.670021458247312
268800 262.5 0.670007859800333
269312 263 0.669994540854347
269824 263.5 0.669981504413149
270336 264 0.669968775441901
270848 264.5 0.669956358799173
271360 265 0.669944231275952
271872 265.5 0.669932376838486
272384 266 0.669920807934387
272896 266.5 0.669909544338104
273408 267 0.669898588551531
273920 267.5 0.669887932156215
274432 268 0.669877572534209
274944 268.5 0.669867511226881
275456 269 0.669857744517736
275968 269.5 0.669848267541467
276480 270 0.669839085076997
276992 270.5 0.669830211537387
277504 271 0.669821661911333
278016 271.5 0.669813445061103
278528 272 0.669805560959624
279040 272.5 0.669797999341873
279552 273 0.669790741509969
280064 273.5 0.669783763810903
280576 274 0.669777038796815
281088 274.5 0.669770542113496
281600 275 0.66976427671698
282112 275.5 0.669758295517632
282624 276 0.669752678456258
283136 276.5 0.669747464317321
283648 277 0.669742613982699
284160 277.5 0.669738064547248
284672 278 0.669733812688211
285184 278.5 0.669729915658933
285696 279 0.669726415305352
286208 279.5 0.669723299725606
286720 280 0.669720542348429
287232 280.5 0.66971813304695
287744 281 0.669716056712761
288256 281.5 0.669714289088004
288768 282 0.669712840267559
289280 282.5 0.669711758491264
289792 283 0.669711057002476
290304 283.5 0.669710679595602
290816 284 0.669710584509716
291328 284.5 0.669710825898877
291840 285 0.669711489988935
292352 285.5 0.669712567898429
292864 286 0.669713961035335
293376 286.5 0.669715618210787
293888 287 0.669717598423598
294400 287.5 0.669719965576201
294912 288 0.669722679329199
295424 288.5 0.669725649960097
295936 289 0.66972886969483
296448 289.5 0.669732413690807
296960 290 0.669736305528901
297472 290.5 0.669740453879611
297984 291 0.669744760031655
298496 291.5 0.669749234638646
299008 292 0.669753951927349
299520 292.5 0.669758921614436
300032 293 0.669764074352707
300544 293.5 0.669769365777544
301056 294 0.669774825977275
301568 294.5 0.669780489334696
302080 295 0.669786331767421
302592 295.5 0.669792308016664
303104 296 0.669798409894295
303616 296.5 0.669804651005888
304128 297 0.669811021386884
304640 297.5 0.66981749713127
305152 298 0.669824082542281
305664 298.5 0.669830804210726
306176 299 0.669837658441204
306688 299.5 0.669844591819057
307200 300 0.669851550182669
307712 300.5 0.669858537867126
308224 301 0.669865613974269
308736 301.5 0.669872826621224
309248 302 0.669880157495135
309760 302.5 0.669887535213232
310272 303 0.669894893890383
310784 303.5 0.669902208108795
311296 304 0.669909484472145
311808 304.5 0.669916749339002
312320 305 0.669924048317428
312832 305.5 0.669931424422434
313344 306 0.669938872036619
313856 306.5 0.669946324536188
314368 307 0.669953708702393
314880 307.5 0.669961015183892
315392 308 0.669968310795377
315904 308.5 0.669975678527898
316416 309 0.669983141634216
316928 309.5 0.66999064793991
317440 310 0.669998135418554
317952 310.5 0.670005605888613
318464 311 0.670013115235039
318976 311.5 0.670020695681058
319488 312 0.670028317872335
320000 312.5 0.670035937864183
320512 313 0.67004355267563
321024 313.5 0.67005118902141
321536 314 0.670058852384873
322048 314.5 0.670066509472369
322560 315 0.670074123878132
323072 315.5 0.670081700564332
323584 316 0.670089286343045
324096 316.5 0.670096920936086
324608 317 0.670104592718985
325120 317.5 0.670112253110132
325632 318 0.670119869379564
326144 318.5 0.670127448112189
326656 319 0.670135013231781
327168 319.5 0.670142583815418
327680 320 0.670150169270603
328192 320.5 0.670157755712541
328704 321 0.670165293306215
329216 321.5 0.670172728848047
329728 322 0.670180061530484
330240 322.5 0.670187337770551
330752 323 0.67019457829147
331264 323.5 0.670201739844876
331776 324 0.670208767740816
332288 324.5 0.670215659495794
332800 325 0.670222450802193
333312 325.5 0.670229156158107
333824 326 0.670235750082929
334336 326.5 0.670242198959089
334848 327 0.670248489135519
335360 327.5 0.670254625151308
335872 328 0.670260615389316
336384 328.5 0.670266460782519
336896 329 0.670272151101992
337408 329.5 0.670277673487595
337920 330 0.670283024828703
338432 330.5 0.670288208150464
338944 331 0.670293217358621
339456 331.5 0.670298039662141
339968 332 0.670302678153446
340480 332.5 0.67030715575436
340992 333 0.670311479079794
341504 333.5 0.67031560020261
342016 334 0.670319433128575
342528 334.5 0.670322927355873
343040 335 0.670326126192046
343552 335.5 0.670329132028911
344064 336 0.67033200119043
344576 336.5 0.670334692866265
345088 337 0.670337139202519
345600 337.5 0.670339332233812
346112 338 0.670341299079592
346624 338.5 0.670343024391149
347136 339 0.670344473012395
347648 339.5 0.670345684519046
348160 340 0.670346759843589
348672 340.5 0.670347728342501
349184 341 0.670348501301035
349696 341.5 0.670348996792736
350208 342 0.670349249614896
350720 342.5 0.670349350165355
351232 343 0.670349322903519
351744 343.5 0.670349117396468
352256 344 0.670348687558007
352768 344.5 0.670348032013292
353280 345 0.670347176016003
353792 345.5 0.670346152986569
354304 346 0.67034499131754
354816 346.5 0.670343688304512
355328 347 0.670342204593248
355840 347.5 0.670340504872728
356352 348 0.670338595873228
356864 348.5 0.670336512667438
357376 349 0.670334282847189
357888 349.5 0.670331915403001
358400 350 0.670329404454513
358912 350.5 0.670326727600835
359424 351 0.67032385920809
359936 351.5 0.670320803296128
360448 352 0.670317596466845
360960 352.5 0.670314260523339
361472 353 0.670310770293697
361984 353.5 0.670307088965163
362496 354 0.670303215777186
363008 354.5 0.670299170932554
363520 355 0.670294949946671
364032 355.5 0.670290529974323
364544 356 0.670285915673568
365056 356.5 0.670281138817996
365568 357 0.670276204941959
366080 357.5 0.670271075824012
366592 358 0.670265721758643
367104 358.5 0.670260163084569
367616 359 0.670254437398532
368128 359.5 0.67024854622903
368640 360 0.670242460895261
369152 360.5 0.670236170001252
369664 361 0.670229693933642
370176 361.5 0.67022305415444
370688 362 0.670216251570297
371200 362.5 0.670209279415554
371712 363 0.670202138524165
372224 363.5 0.670194831706007
372736 364 0.67018735757269
373248 364.5 0.67017972201766
373760 365 0.670171948111676
374272 365.5 0.67016405913954
374784 366 0.670156044288903
375296 366.5 0.670147845849391
375808 367 0.670139397466457
376320 367.5 0.670130692843367
376832 368 0.670121810672822
377344 368.5 0.670112845417627
377856 369 0.670103810880887
378368 369.5 0.670094644618706
378880 370 0.670085314117328
379392 370.5 0.670075866671747
379904 371 0.670066341691004
380416 371.5 0.670056690488188
380928 372 0.670046852336469
381440 372.5 0.670036878325722
381952 373 0.670026895097328
382464 373.5 0.670016947125378
382976 374 0.670006954940852
383488 374.5 0.669996847358277
384000 375 0.669986661969421
384512 375.5 0.669976478303706
385024 376 0.669966307650666
385536 376.5 0.669956095289394
386048 377 0.669945799557181
386560 377.5 0.669935431722061
387072 378 0.66992504033514
387584 378.5 0.669914684363935
388096 379 0.669904400128619
388608 379.5 0.66989416655319
389120 380 0.669883917328295
389632 380.5 0.669873610587819
390144 381 0.669863276864492
390656 381.5 0.669852982246451
391168 382 0.669842756911972
391680 382.5 0.669832577865184
392192 383 0.669822411755417
392704 383.5 0.669812253782321
393216 384 0.669802125289806
393728 384.5 0.66979204784214
394240 385 0.669782023360803
394752 385.5 0.669772034534309
395264 386 0.669762065159993
395776 386.5 0.669752121440947
396288 387 0.669742226978321
396800 387.5 0.669732393525586
397312 388 0.669722605392982
397824 388.5 0.669712838692061
398336 389 0.669703087031992
398848 389.5 0.669693359927335
399360 390 0.669683663742401
399872 390.5 0.669673994368119
400384 391 0.669664343843746
400896 391.5 0.669654705171822
401408 392 0.669645073437426
401920 392.5 0.669635448195097
402432 393 0.669625831548988
402944 393.5 0.669616221169453
403456 394 0.669606612459666
403968 394.5 0.669597011722904
404480 395 0.669587438361911
404992 395.5 0.669577907517855
405504 396 0.66956841783688
406016 396.5 0.669558962395898
406528 397 0.669549543402308
407040 397.5 0.669540167715532
407552 398 0.669530834556257
408064 398.5 0.669521538507676
408576 399 0.669512283127603
409088 399.5 0.669503082264266
409600 400 0.669493944836507
