# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
17408 17 2.47619922200378e-06 2.47619922200045e-06 2.47619922198965e-06
17920 17.5 2.4991161015362e-06 2.49911610153352e-06 2.49911610152067e-06
18432 18 2.4929318401605e-06 2.49293184013914e-06 2.49293184014405e-06
18944 18.5 2.42242413774993e-06 2.42242413772911e-06 2.42242413774642e-06
19456 19 2.41784668633015e-06 2.41784668632169e-06 2.41784668631925e-06
19968 19.5 2.45420648671649e-06 2.45420648669622e-06 2.45420648669546e-06
20480 20 2.41659857603491e-06 2.41659857601933e-06 2.41659857603558e-06
20992 20.5 2.37958256059124e-06 2.37958256058314e-06 2.37958256059664e-06
21504 21 2.38234574641735e-06 2.38234574640429e-06 2.38234574639498e-06
22016 21.5 2.40742227305425e-06 2.40742227303842e-06 2.40742227303869e-06
22528 22 2.4412025036307e-06 2.44120250361065e-06 2.44120250362507e-06
23040 22.5 2.45423508411124e-06 2.45423508409949e-06 2.45423508409241e-06
23552 23 2.4753982573486e-06 2.4753982573387e-06 2.47539825732986e-06
24064 23.5 2.49892600242208e-06 2.49892600241067e-06 2.49892600241948e-06
24576 24 2.49653297161763e-06 2.49653297160554e-06 2.49653297161531e-06
25088 24.5 2.51788614422929e-06 2.51788614421107e-06 2.51788614420785e-06
25600 25 2.59763971034355e-06 2.59763971032194e-06 2.59763971031196e-06
26112 25.5 2.6063806006486e-06 2.60638060063655e-06 2.60638060063666e-06
26624 26 2.50625395536489e-06 2.50625395534924e-06 2.50625395535018e-06
27136 26.5 2.44281788660659e-06 2.44281788659283e-06 2.44281788659133e-06
27648 27 2.40139315740006e-06 2.40139315739778e-06 2.40139315738592e-06
28160 27.5 2.33548837757114e-06 2.33548837755561e-06 2.3354883775571e-06
28672 28 2.31861275084528e-06 2.31861275083965e-06 2.31861275084243e-06
29184 28.5 2.36842775850718e-06 2.36842775851596e-06 2.3684277585003e-06
29696 29 2.41606017288717e-06 2.41606017287557e-06 2.41606017286635e-06
30208 29.5 2.42461951691679e-06 2.42461951690307e-06 2.42461951690268e-06
30720 30 2.41692363828228e-06 2.41692363827349e-06 2.41692363827297e-06
31232 30.5 2.44504969211519e-06 2.44504969209477e-06 2.44504969209852e-06
31744 31 2.49349263086175e-06 2.493492630843e-06 2.4934926308389e-06
32256 31.5 2.52639132226741e-06 2.5263913222573e-06 2.52639132224797e-06
32768 32 2.56392746180092e-06 2.56392746178665e-06 2.56392746179352e-06
33280 32.5 2.59346169745252e-06 2.5934616974449e-06 2.59346169744783e-06
33792 33 2.60567426283664e-06 2.60567426283097e-06 2.60567426282307e-06
34304 33.5 2.61790740548689e-06 2.61790740546635e-06 2.61790740546813e-06
34816 34 2.60958999461673e-06 2.60958999460719e-06 2.60958999460094e-06
35328 34.5 2.57634748437389e-06 2.57634748436814e-06 2.57634748435928e-06
35840 35 2.54355140452624e-06 2.54355140451505e-06 2.54355140451532e-06
36352 35.5 2.54012403416765e-06 2.54012403414843e-06 2.54012403415965e-06
36864 36 2.56718051951664e-06 2.5671805195102e-06 2.56718051951844e-06
37376 36.5 2.59277886013472e-06 2.59277886013974e-06 2.59277886013839e-06
37888 37 2.62887327931225e-06 2.62887327930211e-06 2.62887327930257e-06
38400 37.5 2.66300000165351e-06 2.66300000162867e-06 2.66300000163032e-06
38912 38 2.65341792716072e-06 2.65341792714194e-06 2.65341792713564e-06
39424 38.5 2.63553183144254e-06 2.63553183143065e-06 2.63553183142425e-06
39936 39 2.63327188655181e-06 2.63327188653949e-06 2.63327188654304e-06
40448 39.5 2.61915339931598e-06 2.61915339930392e-06 2.61915339931092e-06
40960 40 2.59591300450989e-06 2.59591300449211e-06 2.59591300450207e-06
41472 40.5 2.5644586067036e-06 2.56445860668092e-06 2.56445860668726e-06
41984 41 2.52796263181159e-06 2.52796263180366e-06 2.52796263180895e-06
42496 41.5 2.50891601487912e-06 2.50891601487806e-06 2.50891601488417e-06
43008 42 2.51180055972886e-06 2.51180055972382e-06 2.51180055972264e-06
43520 42.5 2.52291867343277e-06 2.52291867341812e-06 2.52291867340701e-06
44032 43 2.52009137172644e-06 2.52009137171242e-06 2.52009137170292e-06
44544 43.5 2.51631927801253e-06 2.51631927801344e-06 2.51631927800835e-06
45056 44 2.519719893695e-06 2.51971989369952e-06 2.51971989369763e-06
45568 44.5 2.53206988728343e-06 2.5320698872785e-06 2.53206988726392e-06
46080 45 2.53450686454318e-06 2.53450686453347e-06 2.53450686451226e-06
46592 45.5 2.49827151821771e-06 2.4982715182012e-06 2.4982715181995e-06
47104 46 2.4527539463448e-06 2.45275394632291e-06 2.45275394632978e-06
47616 46.5 2.45765067999203e-06 2.45765067996087e-06 2.45765067996927e-06
48128 47 2.47954632004387e-06 2.47954632001442e-06 2.47954632002826e-06
48640 47.5 2.44474386704402e-06 2.44474386703666e-06 2.44474386704128e-06
49152 48 2.40369298776306e-06 2.40369298775775e-06 2.4036929877567e-06
49664 48.5 2.39641664715723e-06 2.39641664714693e-06 2.39641664714547e-06
50176 49 2.39025425635249e-06 2.39025425635195e-06 2.39025425634394e-06
50688 49.5 2.38287858026366e-06 2.38287858025994e-06 2.38287858024925e-06
51200 50 2.37237938170638e-06 2.37237938169108e-06 2.37237938168552e-06
51712 50.5 2.38776127598246e-06 2.38776127596679e-06 2.38776127595844e-06
52224 51 2.42182831895969e-06 2.42182831893772e-06 2.42182831892758e-06
52736 51.5 2.40418421908532e-06 2.40418421905758e-06 2.40418421906856e-06
53248 52 2.34317581854518e-06 2.34317581851984e-06 2.34317581855285e-06
53760 52.5 2.32454465456879e-06 2.32454465454707e-06 2.32454465456668e-06
54272 53 2.34604732130388e-06 2.34604732129915e-06 2.34604732129638e-06
54784 53.5 2.36806290382712e-06 2.36806290381863e-06 2.36806290381725e-06
55296 54 2.40385881416002e-06 2.40385881414428e-06 2.40385881414929e-06
55808 54.5 2.42155421046756e-06 2.42155421045811e-06 2.42155421046162e-06
56320 55 2.38570986787889e-06 2.38570986786537e-06 2.38570986786821e-06
56832 55.5 2.32389303516041e-06 2.3238930351451e-06 2.32389303515078e-06
57344 56 2.29257229789519e-06 2.29257229788764e-06 2.29257229789373e-06
57856 56.5 2.3142366735792e-06 2.31423667358353e-06 2.31423667357012e-06
58368 57 2.33375691475244e-06 2.33375691475088e-06 2.33375691472818e-06
58880 57.5 2.30806205919612e-06 2.30806205918081e-06 2.30806205918054e-06
59392 58 2.28210423984771e-06 2.28210423982773e-06 2.28210423983929e-06
59904 58.5 2.29239546725525e-06 2.29239546723647e-06 2.29239546724473e-06
60416 59 2.29297085964989e-06 2.29297085962447e-06 2.29297085963291e-06
60928 59.5 2.25367981246671e-06 2.25367981244927e-06 2.25367981246264e-06
61440 60 2.21674202003621e-06 2.21674202003914e-06 2.21674202004352e-06
61952 60.5 2.21861041758806e-06 2.21861041759107e-06 2.218610417578e-06
62464 61 2.22675214167653e-06 2.22675214167702e-06 2.22675214165007e-06
62976 61.5 2.22829476772212e-06 2.22829476771748e-06 2.22829476770695e-06
63488 62 2.25478581048174e-06 2.25478581047948e-06 2.25478581048911e-06
64000 62.5 2.27074148420285e-06 2.27074148419405e-06 2.27074148420304e-06
64512 63 2.22096332878099e-06 2.22096332876492e-06 2.22096332876095e-06
65024 63.5 2.14659943862418e-06 2.14659943860758e-06 2.1465994386e-06
65536 64 2.11841981248393e-06 2.11841981247159e-06 2.11841981246673e-06
66048 64.5 2.13876220826632e-06 2.13876220824828e-06 2.13876220824693e-06
66560 65 2.16505495316047e-06 2.16505495315719e-06 2.1650549531517e-06
67072 65.5 2.1795239017698e-06 2.17952390178144e-06 2.17952390176673e-06
67584 66 2.1767665667317e-06 2.17676656674844e-06 2.17676656673803e-06
68096 66.5 2.15391268706273e-06 2.15391268707261e-06 2.15391268707288e-06
68608 67 2.13183253331225e-06 2.13183253329138e-06 2.13183253329754e-06
69120 67.5 2.12784501260084e-06 2.12784501256565e-06 2.12784501257336e-06
69632 68 2.13492577995352e-06 2.13492577992625e-06 2.13492577993705e-06
70144 68.5 2.12118543157407e-06 2.12118543155455e-06 2.1211854315732e-06
70656 69 2.09605089202165e-06 2.09605089200097e-06 2.09605089202452e-06
71168 69.5 2.08813227511291e-06 2.0881322750948e-06 2.08813227510127e-06
71680 70 2.07875997134972e-06 2.07875997133583e-06 2.07875997133149e-06
72192 70.5 2.06660289601986e-06 2.06660289601961e-06 2.06660289601877e-06
72704 71 2.07751894592316e-06 2.07751894593707e-06 2.07751894593396e-06
73216 71.5 2.09156810335989e-06 2.0915681033696e-06 2.09156810337217e-06
73728 72 2.0886843547901e-06 2.08868435478705e-06 2.08868435479012e-06
74240 72.5 2.08178828889762e-06 2.08178828888593e-06 2.08178828888241e-06
74752 73 2.06962878045282e-06 2.06962878044987e-06 2.06962878044453e-06
75264 73.5 2.05229728907802e-06 2.0522972890764e-06 2.05229728907714e-06
75776 74 2.02245831289822e-06 2.02245831288236e-06 2.02245831289059e-06
76288 74.5 1.9797465244373e-06 1.97974652441048e-06 1.97974652442078e-06
76800 75 1.96494443719305e-06 1.96494443717546e-06 1.96494443718481e-06
77312 75.5 1.99020690450619e-06 1.99020690451307e-06 1.9902069045255e-06
77824 76 2.00961675676764e-06 2.0096167567687e-06 2.00961675678578e-06
78336 76.5 2.00332446406223e-06 2.00332446405781e-06 2.00332446406033e-06
78848 77 1.99665672626686e-06 1.99665672627405e-06 1.99665672626026e-06
79360 77.5 2.00011560133014e-06 2.00011560133606e-06 2.00011560131908e-06
79872 78 1.99792081548274e-06 1.99792081548003e-06 1.99792081547184e-06
80384 78.5 1.98335898831075e-06 1.98335898830976e-06 1.98335898830365e-06
80896 79 1.96281443112069e-06 1.96281443112007e-06 1.96281443111305e-06
81408 79.5 1.94963690105153e-06 1.94963690105196e-06 1.94963690105359e-06
81920 80 1.94477822103201e-06 1.94477822102581e-06 1.94477822104261e-06
82432 80.5 1.93793014924758e-06 1.93793014923289e-06 1.93793014923884e-06
82944 81 1.93876371350023e-06 1.93876371349273e-06 1.93876371348298e-06
83456 81.5 1.94443107484142e-06 1.94443107483481e-06 1.94443107483803e-06
83968 82 1.93473629901864e-06 1.93473629901385e-06 1.93473629902892e-06
84480 82.5 1.92182054165274e-06 1.92182054165973e-06 1.92182054166872e-06
84992 83 1.91920781367615e-06 1.91920781368966e-06 1.91920781369011e-06
85504 83.5 1.92045570545619e-06 1.92045570547131e-06 1.92045570546444e-06
86016 84 1.92123121584422e-06 1.92123121585025e-06 1.92123121583937e-06
86528 84.5 1.91792682336584e-06 1.91792682334911e-06 1.91792682335543e-06
87040 85 1.91314099583871e-06 1.91314099581912e-06 1.91314099582736e-06
87552 85.5 1.89485918172942e-06 1.89485918172215e-06 1.89485918171719e-06
88064 86 1.86858728779431e-06 1.86858728778942e-06 1.86858728778603e-06
88576 86.5 1.85494315973466e-06 1.85494315971333e-06 1.85494315973359e-06
89088 87 1.84906152822855e-06 1.8490615282027e-06 1.84906152822336e-06
89600 87.5 1.84824205664638e-06 1.84824205664062e-06 1.84824205663221e-06
90112 88 1.8635717610584e-06 1.86357176108337e-06 1.86357176106021e-06
90624 88.5 1.88916714784921e-06 1.88916714788125e-06 1.88916714786738e-06
91136 89 1.90211209377776e-06 1.90211209378444e-06 1.90211209377951e-06
91648 89.5 1.89295097905601e-06 1.89295097903954e-06 1.89295097903132e-06
92160 90 1.87852218499142e-06 1.87852218497163e-06 1.87852218497224e-06
92672 90.5 1.86849264078091e-06 1.86849264077397e-06 1.86849264078835e-06
93184 91 1.86067999964157e-06 1.86067999963655e-06 1.86067999965981e-06
93696 91.5 1.8630637613019e-06 1.86306376129142e-06 1.86306376130505e-06
94208 92 1.86284043995031e-06 1.86284043995252e-06 1.86284043994273e-06
94720 92.5 1.85881023071342e-06 1.85881023073226e-06 1.85881023071397e-06
95232 93 1.86571288638372e-06 1.86571288641106e-06 1.86571288639157e-06
95744 93.5 1.87658976037914e-06 1.87658976039465e-06 1.87658976038052e-06
96256 94 1.87882199415145e-06 1.87882199414791e-06 1.87882199414044e-06
96768 94.5 1.87784473698359e-06 1.87784473698511e-06 1.87784473697788e-06
97280 95 1.87472763309903e-06 1.87472763310197e-06 1.87472763310438e-06
97792 95.5 1.87177773700465e-06 1.87177773699667e-06 1.87177773700725e-06
98304 96 1.87827080590538e-06 1.87827080589675e-06 1.87827080590147e-06
98816 96.5 1.88468715093318e-06 1.88468715093695e-06 1.88468715092996e-06
99328 97 1.88341420422437e-06 1.88341420422732e-06 1.88341420421947e-06
99840 97.5 1.8798507680866e-06 1.87985076808279e-06 1.8798507680806e-06
100352 98 1.8778467587988e-06 1.87784675880306e-06 1.87784675880213e-06
100864 98.5 1.87153393261598e-06 1.87153393262532e-06 1.87153393262432e-06
101376 99 1.86733192511133e-06 1.86733192511928e-06 1.86733192511524e-06
101888 99.5 1.87049565299878e-06 1.87049565301554e-06 1.87049565300329e-06
102400 100 1.88495932956805e-06 1.8849593295861e-06 1.88495932958005e-06
102912 100.5 1.90475966140875e-06 1.90475966140864e-06 1.90475966141156e-06
103424 101 1.91271653981638e-06 1.91271653980556e-06 1.91271653979831e-06
103936 101.5 1.91305446346523e-06 1.91305446345765e-06 1.91305446344535e-06
104448 102 1.91010756837571e-06 1.91010756836949e-06 1.91010756837227e-06
104960 102.5 1.90177234337412e-06 1.90177234337128e-06 1.90177234337877e-06
105472 103 1.89066155086602e-06 1.89066155087662e-06 1.89066155087144e-06
105984 103.5 1.87919784817004e-06 1.87919784818242e-06 1.87919784817444e-06
106496 104 1.875804696668e-06 1.87580469666834e-06 1.8758046966664e-06
107008 104.5 1.88545065885905e-06 1.88545065885197e-06 1.88545065884665e-06
107520 105 1.90061691603845e-06 1.90061691602654e-06 1.90061691602234e-06
108032 105.5 1.91319806857971e-06 1.91319806857155e-06 1.91319806856928e-06
108544 106 1.91564375716493e-06 1.91564375716795e-06 1.91564375716252e-06
109056 106.5 1.90756410609154e-06 1.90756410609698e-06 1.90756410609463e-06
109568 107 1.89996315868003e-06 1.89996315866767e-06 1.8999631586742e-06
110080 107.5 1.8977712360186e-06 1.89777123600276e-06 1.89777123600388e-06
110592 108 1.89682554838052e-06 1.89682554837776e-06 1.89682554837758e-06
111104 108.5 1.89339742993536e-06 1.89339742993755e-06 1.89339742994231e-06
111616 109 1.89132271765003e-06 1.89132271765013e-06 1.8913227176507e-06
112128 109.5 1.89515158435332e-06 1.89515158435207e-06 1.89515158434417e-06
112640 110 1.8976899157235e-06 1.89768991571446e-06 1.89768991571e-06
113152 110.5 1.89388681167074e-06 1.89388681165003e-06 1.89388681165188e-06
113664 111 1.88540008261567e-06 1.88540008260678e-06 1.88540008260612e-06
114176 111.5 1.87706571305519e-06 1.87706571307058e-06 1.87706571306305e-06
114688 112 1.87679894639159e-06 1.87679894641229e-06 1.87679894640417e-06
115200 112.5 1.88625403736837e-06 1.88625403737599e-06 1.88625403737673e-06
115712 113 1.89562871743796e-06 1.89562871742563e-06 1.89562871743412e-06
116224 113.5 1.89570134346695e-06 1.89570134343967e-06 1.89570134345341e-06
116736 114 1.88474687165891e-06 1.88474687164082e-06 1.88474687165033e-06
117248 114.5 1.8676969931111e-06 1.8676969931103e-06 1.86769699310934e-06
117760 115 1.85531026302841e-06 1.85531026303023e-06 1.85531026303096e-06
118272 115.5 1.8563230537139e-06 1.85632305371029e-06 1.85632305371622e-06
118784 116 1.86746675011213e-06 1.86746675010403e-06 1.86746675011389e-06
119296 116.5 1.87683236091992e-06 1.87683236091188e-06 1.87683236092287e-06
119808 117 1.87977693346617e-06 1.87977693346827e-06 1.87977693346732e-06
120320 117.5 1.8792596017919e-06 1.87925960179621e-06 1.87925960178722e-06
120832 118 1.87693226250342e-06 1.87693226250337e-06 1.87693226248787e-06
121344 118.5 1.87311016314366e-06 1.87311016314297e-06 1.873110163123e-06
121856 119 1.86986723607175e-06 1.86986723607043e-06 1.86986723605739e-06
122368 119.5 1.86781882312938e-06 1.86781882312435e-06 1.86781882312966e-06
122880 120 1.86455708138851e-06 1.86455708137763e-06 1.86455708139916e-06
123392 120.5 1.86216058585516e-06 1.86216058585548e-06 1.86216058586575e-06
123904 121 1.86099480391033e-06 1.86099480392476e-06 1.86099480391949e-06
124416 121.5 1.86079172984671e-06 1.86079172985556e-06 1.86079172985573e-06
124928 122 1.8622282620067e-06 1.86222826199483e-06 1.86222826200958e-06
125440 122.5 1.86430409543301e-06 1.86430409540275e-06 1.86430409541815e-06
125952 123 1.8681507652243e-06 1.86815076519542e-06 1.86815076520491e-06
126464 123.5 1.87162207992181e-06 1.87162207992081e-06 1.8716220799207e-06
126976 124 1.87096239221729e-06 1.87096239224041e-06 1.87096239222612e-06
127488 124.5 1.86709710474282e-06 1.86709710476409e-06 1.8670971047443e-06
128000 125 1.86345487719557e-06 1.86345487719723e-06 1.86345487718498e-06
128512 125.5 1.86170245540336e-06 1.86170245538599e-06 1.86170245539216e-06
129024 126 1.86149275297973e-06 1.86149275295101e-06 1.86149275297642e-06
129536 126.5 1.8605931839485e-06 1.86059318392573e-06 1.86059318394839e-06
130048 127 1.85769386929903e-06 1.85769386929832e-06 1.85769386930555e-06
130560 127.5 1.85728012155664e-06 1.85728012157123e-06 1.85728012157022e-06
131072 128 1.86107866255962e-06 1.86107866256657e-06 1.86107866257153e-06
131584 128.5 1.86583438271772e-06 1.86583438271863e-06 1.86583438272338e-06
132096 129 1.86737641149229e-06 1.86737641149868e-06 1.86737641148989e-06
132608 129.5 1.86315650881754e-06 1.86315650882009e-06 1.8631565088121e-06
133120 130 1.85887493873565e-06 1.85887493871584e-06 1.85887493872525e-06
133632 130.5 1.8582680725018e-06 1.85826807247822e-06 1.85826807249667e-06
134144 131 1.85750386924318e-06 1.85750386924568e-06 1.8575038692595e-06
134656 131.5 1.85415280859277e-06 1.85415280860981e-06 1.85415280861908e-06
135168 132 1.85166840444401e-06 1.85166840444537e-06 1.85166840445269e-06
135680 132.5 1.85309348643789e-06 1.85309348642052e-06 1.85309348641781e-06
136192 133 1.85642672099593e-06 1.85642672097572e-06 1.85642672096278e-06
136704 133.5 1.8581390091705e-06 1.85813900915949e-06 1.85813900915531e-06
137216 134 1.85721135912934e-06 1.85721135913099e-06 1.85721135914909e-06
137728 134.5 1.85657758434562e-06 1.85657758436142e-06 1.85657758438349e-06
138240 135 1.85747919328459e-06 1.8574791933022e-06 1.85747919330803e-06
138752 135.5 1.857627556549e-06 1.85762755655061e-06 1.8576275565463e-06
139264 136 1.85584602150864e-06 1.8558460214987e-06 1.85584602149897e-06
139776 136.5 1.85242537088048e-06 1.85242537087264e-06 1.85242537088206e-06
140288 137 1.84946018007254e-06 1.84946018005929e-06 1.84946018007546e-06
140800 137.5 1.85052924683144e-06 1.85052924681152e-06 1.85052924682243e-06
141312 138 1.85663556401768e-06 1.85663556401131e-06 1.85663556400951e-06
141824 138.5 1.86272710062158e-06 1.86272710063562e-06 1.86272710063347e-06
142336 139 1.86281171224357e-06 1.86281171225949e-06 1.86281171226913e-06
142848 139.5 1.85827474253545e-06 1.85827474253844e-06 1.8582747425479e-06
143360 140 1.85407364552472e-06 1.85407364551746e-06 1.85407364551978e-06
143872 140.5 1.85298374974683e-06 1.85298374973449e-06 1.8529837497376e-06
144384 141 1.85532446619583e-06 1.85532446617623e-06 1.85532446618967e-06
144896 141.5 1.85991498546661e-06 1.85991498544559e-06 1.85991498546085e-06
145408 142 1.8638457974639e-06 1.8638457974577e-06 1.86384579746175e-06
145920 142.5 1.86445042977465e-06 1.86445042979184e-06 1.86445042978096e-06
146432 143 1.86211349415281e-06 1.86211349417326e-06 1.8621134941601e-06
146944 143.5 1.86055429347771e-06 1.86055429348312e-06 1.86055429347662e-06
147456 144 1.86290653129424e-06 1.86290653128979e-06 1.86290653129485e-06
147968 144.5 1.86763318161078e-06 1.86763318160697e-06 1.86763318163041e-06
148480 145 1.8710352634851e-06 1.87103526348265e-06 1.87103526350657e-06
148992 145.5 1.87183574346575e-06 1.8718357434653e-06 1.87183574346665e-06
149504 146 1.87137982567703e-06 1.87137982568105e-06 1.87137982566442e-06
150016 146.5 1.87116064624052e-06 1.87116064624469e-06 1.87116064623442e-06
150528 147 1.87225430988081e-06 1.8722543098762e-06 1.87225430988641e-06
151040 147.5 1.87361008274351e-06 1.87361008273424e-06 1.8736100827551e-06
151552 148 1.87497122125161e-06 1.87497122124731e-06 1.87497122125536e-06
152064 148.5 1.87753044446373e-06 1.87753044446485e-06 1.8775304444524e-06
152576 149 1.88010061628762e-06 1.88010061628995e-06 1.88010061627372e-06
153088 149.5 1.88219226949964e-06 1.88219226950382e-06 1.88219226949227e-06
153600 150 1.88327611275111e-06 1.88327611275134e-06 1.88327611275037e-06
154112 150.5 1.88272039393619e-06 1.88272039393245e-06 1.88272039394613e-06
154624 151 1.88287336960354e-06 1.88287336960799e-06 1.88287336962703e-06
155136 151.5 1.88522998567662e-06 1.88522998569227e-06 1.88522998570602e-06
155648 152 1.88787870482717e-06 1.88787870483848e-06 1.88787870485051e-06
156160 152.5 1.88927969812451e-06 1.88927969811918e-06 1.88927969812879e-06
156672 153 1.88888454204917e-06 1.88888454202728e-06 1.88888454202421e-06
157184 153.5 1.88775984279611e-06 1.88775984277143e-06 1.88775984275177e-06
157696 154 1.88743537468708e-06 1.88743537467576e-06 1.88743537465098e-06
158208 154.5 1.88830063518688e-06 1.88830063519196e-06 1.88830063517822e-06
158720 155 1.89026898748552e-06 1.89026898750013e-06 1.89026898750511e-06
159232 155.5 1.89317720073161e-06 1.89317720075502e-06 1.89317720076995e-06
159744 156 1.89638127085381e-06 1.89638127087498e-06 1.89638127089415e-06
160256 156.5 1.89827203196044e-06 1.89827203195439e-06 1.89827203197545e-06
160768 157 1.89759499645257e-06 1.89759499642202e-06 1.89759499643669e-06
161280 157.5 1.89539391874762e-06 1.89539391872384e-06 1.89539391871991e-06
161792 158 1.8939909962869e-06 1.89399099628564e-06 1.89399099627181e-06
162304 158.5 1.89426279947007e-06 1.89426279947809e-06 1.89426279947197e-06
162816 159 1.89516060000209e-06 1.8951606000098e-06 1.89516060001003e-06
163328 159.5 1.89552195219034e-06 1.89552195219347e-06 1.89552195219363e-06
163840 160 1.89537198935827e-06 1.89537198935683e-06 1.89537198935815e-06
164352 160.5 1.89544437928514e-06 1.89544437929328e-06 1.89544437928725e-06
164864 161 1.89615445363675e-06 1.89615445364871e-06 1.89615445363823e-06
165376 161.5 1.89607001098404e-06 1.89607001098034e-06 1.89607001098161e-06
165888 162 1.89507784643889e-06 1.89507784642676e-06 1.89507784644165e-06
166400 162.5 1.8952737469534e-06 1.89527374694445e-06 1.89527374697158e-06
166912 163 1.89709459209372e-06 1.89709459208834e-06 1.89709459211348e-06
167424 163.5 1.89829552049832e-06 1.89829552050051e-06 1.89829552050047e-06
167936 164 1.89638492633699e-06 1.89638492634674e-06 1.89638492631867e-06
168448 164.5 1.89223626769937e-06 1.89223626770247e-06 1.89223626767439e-06
168960 165 1.88933216078111e-06 1.88933216077144e-06 1.88933216076345e-06
169472 165.5 1.88976667942826e-06 1.88976667942111e-06 1.88976667942957e-06
169984 166 1.89184795612629e-06 1.89184795613258e-06 1.89184795614738e-06
170496 166.5 1.89330777477241e-06 1.89330777478634e-06 1.89330777479555e-06
171008 167 1.89339659618737e-06 1.89339659620259e-06 1.8933965961983e-06
171520 167.5 1.89265729113008e-06 1.89265729113254e-06 1.89265729112545e-06
172032 168 1.89188605874437e-06 1.8918860587291e-06 1.89188605873256e-06
172544 168.5 1.891102371891e-06 1.89110237187383e-06 1.89110237188306e-06
173056 169 1.89016497662103e-06 1.89016497661044e-06 1.89016497661635e-06
173568 169.5 1.88919479468238e-06 1.88919479467501e-06 1.8891947946819e-06
174080 170 1.88818245040413e-06 1.88818245040288e-06 1.88818245041093e-06
174592 170.5 1.88745595655019e-06 1.88745595656078e-06 1.88745595655715e-06
