# Scalar ASCII output created by CarpetIOScalar
# created on air-di-federico.homenet.telecomitalia.it by federicofantoccoli on Jun 03 2024 at 19:36:20+0200
# parameter filename: "TOV_100_pressure.par"
# Build ID: build-sim-macbook-air-di-federico.local-federicofantoccoli-2024.06.03-11.02.01-7801
# Simulation ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
# Run ID: run-TOV_100_pressure-air-di-federico.homenet.telecomitalia.it-federicofantoccoli-2024.06.03-17.36.18-10547
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
354304 346 1.88557694673948e-06 1.88557694672192e-06 1.88557694671994e-06
354816 346.5 1.88491133201707e-06 1.88491133199355e-06 1.88491133200803e-06
355328 347 1.88412536743951e-06 1.88412536743101e-06 1.88412536744561e-06
355840 347.5 1.88322253266439e-06 1.88322253267134e-06 1.88322253267407e-06
356352 348 1.88233482694719e-06 1.88233482695263e-06 1.8823348269468e-06
356864 348.5 1.88159737869051e-06 1.8815973786927e-06 1.88159737868274e-06
357376 349 1.88101794859822e-06 1.8810179486046e-06 1.88101794859582e-06
357888 349.5 1.88049747098274e-06 1.88049747099484e-06 1.8804974709872e-06
358400 350 1.87996846585352e-06 1.87996846585872e-06 1.87996846585253e-06
358912 350.5 1.87940798656753e-06 1.87940798656188e-06 1.87940798656233e-06
359424 351 1.87883689207608e-06 1.87883689206985e-06 1.87883689207729e-06
359936 351.5 1.87827725397601e-06 1.87827725397351e-06 1.87827725398382e-06
360448 352 1.87774266098905e-06 1.87774266098511e-06 1.87774266099832e-06
360960 352.5 1.87730909985995e-06 1.87730909985974e-06 1.87730909986809e-06
361472 353 1.8770175563505e-06 1.87701755635217e-06 1.87701755634843e-06
361984 353.5 1.87686351530887e-06 1.87686351530229e-06 1.87686351529404e-06
362496 354 1.87674039999917e-06 1.87674039998542e-06 1.87674039998517e-06
363008 354.5 1.87653419986095e-06 1.87653419985203e-06 1.8765341998578e-06
363520 355 1.87626871760086e-06 1.87626871760346e-06 1.87626871760679e-06
364032 355.5 1.87608307149796e-06 1.87608307151129e-06 1.87608307150513e-06
364544 356 1.87606775633364e-06 1.87606775635317e-06 1.87606775633281e-06
365056 356.5 1.87617987861491e-06 1.87617987863062e-06 1.87617987860613e-06
365568 357 1.87633485735515e-06 1.8763348573593e-06 1.87633485735187e-06
366080 357.5 1.87657613602459e-06 1.87657613602063e-06 1.87657613603636e-06
366592 358 1.8769792403604e-06 1.87697924034983e-06 1.87697924037131e-06
367104 358.5 1.87750629481098e-06 1.8775062947867e-06 1.8775062948008e-06
367616 359 1.8780672891446e-06 1.8780672891124e-06 1.87806728912149e-06
368128 359.5 1.87862054999646e-06 1.87862054998196e-06 1.87862054998523e-06
368640 360 1.87914674510718e-06 1.8791467451218e-06 1.87914674511688e-06
369152 360.5 1.8795961422588e-06 1.87959614228818e-06 1.8795961422855e-06
369664 361 1.87992537745313e-06 1.87992537747561e-06 1.8799253774828e-06
370176 361.5 1.88018952597298e-06 1.88018952597896e-06 1.88018952598326e-06
370688 362 1.88047060304328e-06 1.88047060304238e-06 1.88047060303084e-06
371200 362.5 1.88095605904649e-06 1.88095605904328e-06 1.88095605902591e-06
371712 363 1.88165935893801e-06 1.88165935892669e-06 1.88165935891872e-06
372224 363.5 1.88243691768751e-06 1.88243691766782e-06 1.88243691767869e-06
372736 364 1.88315924568736e-06 1.88315924567438e-06 1.88315924569877e-06
373248 364.5 1.88371286895521e-06 1.883712868962e-06 1.88371286897941e-06
373760 365 1.88401159880226e-06 1.8840115988181e-06 1.88401159881501e-06
374272 365.5 1.88409634587789e-06 1.88409634587988e-06 1.88409634586992e-06
374784 366 1.88416058224495e-06 1.88416058222687e-06 1.88416058222677e-06
375296 366.5 1.88443320927512e-06 1.8844332092585e-06 1.88443320926231e-06
375808 367 1.8849541524404e-06 1.88495415244647e-06 1.88495415243917e-06
376320 367.5 1.88562403210606e-06 1.88562403212532e-06 1.88562403211155e-06
376832 368 1.88630165752889e-06 1.88630165754457e-06 1.88630165753814e-06
377344 368.5 1.88680659626602e-06 1.88680659627544e-06 1.88680659627876e-06
377856 369 1.88699111480996e-06 1.88699111481085e-06 1.88699111481337e-06
378368 369.5 1.88704175575369e-06 1.88704175574369e-06 1.88704175574192e-06
378880 370 1.88715328866529e-06 1.88715328865376e-06 1.88715328865232e-06
379392 370.5 1.88744204404973e-06 1.88744204404304e-06 1.88744204404696e-06
379904 371 1.88787910911585e-06 1.88787910910785e-06 1.88787910911901e-06
380416 371.5 1.88830812253994e-06 1.88830812252969e-06 1.88830812253939e-06
380928 372 1.88854012237052e-06 1.88854012236295e-06 1.88854012236475e-06
381440 372.5 1.88853729814739e-06 1.88853729814941e-06 1.88853729814633e-06
381952 373 1.88842126732463e-06 1.88842126733788e-06 1.8884212673336e-06
382464 373.5 1.88836813967271e-06 1.8883681396868e-06 1.88836813967742e-06
382976 374 1.88850011871903e-06 1.88850011872068e-06 1.88850011871015e-06
383488 374.5 1.88874066596681e-06 1.88874066595779e-06 1.88874066595831e-06
384000 375 1.88890584783269e-06 1.88890584781984e-06 1.88890584783066e-06
384512 375.5 1.88889268499048e-06 1.88889268497983e-06 1.88889268498706e-06
385024 376 1.88870433027498e-06 1.88870433027385e-06 1.88870433027236e-06
385536 376.5 1.88839296213129e-06 1.88839296213737e-06 1.88839296213913e-06
386048 377 1.8880239505101e-06 1.8880239505167e-06 1.88802395052056e-06
386560 377.5 1.88770019615098e-06 1.88770019615059e-06 1.88770019614359e-06
387072 378 1.88749117370609e-06 1.88749117370086e-06 1.8874911736889e-06
387584 378.5 1.88740631560001e-06 1.88740631560015e-06 1.88740631559887e-06
388096 379 1.88740502998266e-06 1.88740502999523e-06 1.88740502999791e-06
388608 379.5 1.88737374517105e-06 1.88737374519029e-06 1.88737374518089e-06
389120 380 1.88719612749696e-06 1.88719612750416e-06 1.88719612748927e-06
389632 380.5 1.88689756274272e-06 1.88689756272968e-06 1.88689756273116e-06
390144 381 1.88659370488191e-06 1.88659370485915e-06 1.88659370487945e-06
390656 381.5 1.88638849268413e-06 1.88638849266498e-06 1.88638849268292e-06
391168 382 1.88630996870539e-06 1.8863099687026e-06 1.88630996869983e-06
391680 382.5 1.88635126596448e-06 1.88635126598376e-06 1.8863512659685e-06
392192 383 1.8864770671744e-06 1.88647706720268e-06 1.88647706719311e-06
392704 383.5 1.88659409384518e-06 1.88659409386117e-06 1.88659409386188e-06
393216 384 1.88660610124295e-06 1.88660610124203e-06 1.88660610124446e-06
393728 384.5 1.88652947131034e-06 1.88652947129883e-06 1.88652947129958e-06
394240 385 1.88648945343455e-06 1.88648945342523e-06 1.88648945342091e-06
394752 385.5 1.88654250905613e-06 1.88654250905876e-06 1.88654250904865e-06
395264 386 1.88671290042509e-06 1.88671290042754e-06 1.88671290043245e-06
395776 386.5 1.88698770288591e-06 1.88698770287671e-06 1.88698770290061e-06
396288 387 1.8872223789553e-06 1.88722237894358e-06 1.88722237895561e-06
396800 387.5 1.88727637373414e-06 1.8872763737336e-06 1.88727637371739e-06
397312 388 1.88718950499688e-06 1.88718950500078e-06 1.88718950498677e-06
397824 388.5 1.88713250156793e-06 1.88713250156004e-06 1.88713250157416e-06
398336 389 1.88725539573876e-06 1.88725539572405e-06 1.8872553957466e-06
398848 389.5 1.88758850476748e-06 1.8875885047688e-06 1.88758850477044e-06
399360 390 1.88808916110991e-06 1.88808916113122e-06 1.88808916111601e-06
399872 390.5 1.88866729681876e-06 1.88866729684237e-06 1.88866729682872e-06
400384 391 1.88921414429047e-06 1.88921414430118e-06 1.8892141442971e-06
400896 391.5 1.88967277470137e-06 1.88967277469543e-06 1.88967277469871e-06
401408 392 1.89008331434096e-06 1.89008331432726e-06 1.89008331433064e-06
401920 392.5 1.89055918420488e-06 1.8905591841953e-06 1.89055918419351e-06
402432 393 1.89120575424102e-06 1.89120575423976e-06 1.89120575423637e-06
402944 393.5 1.89205042299135e-06 1.89205042299722e-06 1.89205042299642e-06
403456 394 1.89304437345143e-06 1.89304437345799e-06 1.89304437345721e-06
403968 394.5 1.89405498866553e-06 1.89405498866293e-06 1.89405498866267e-06
404480 395 1.89496440851539e-06 1.89496440850781e-06 1.8949644085129e-06
404992 395.5 1.89576983861801e-06 1.89576983861348e-06 1.89576983862105e-06
405504 396 1.89653257705512e-06 1.89653257705645e-06 1.89653257705865e-06
406016 396.5 1.89733645849866e-06 1.89733645850366e-06 1.89733645849651e-06
406528 397 1.89824873378641e-06 1.89824873379345e-06 1.89824873378331e-06
407040 397.5 1.89929679701748e-06 1.89929679702507e-06 1.89929679701741e-06
407552 398 1.90025875880164e-06 1.90025875880566e-06 1.90025875880335e-06
408064 398.5 1.90106614136069e-06 1.9010661413584e-06 1.90106614136418e-06
408576 399 1.90178219980652e-06 1.90178219980284e-06 1.90178219981181e-06
409088 399.5 1.90248184558133e-06 1.90248184557135e-06 1.90248184557847e-06
409600 400 1.90328655252772e-06 1.90328655251186e-06 1.9032865525206e-06
